,Title,Year,Varietal,Price,Region,Country,Score_WS,Score_RP,Score_W&S,Score_JH,Score_CG,Score_WE,Score_WW,Score_BH,Score_JS,Score_TP,Score_D,Score_V,Score_JD,ProfessionalRating,Professional,StarRating,numRater,Shopping_Link,Img_src
10088,Inkarri by Chakana Estate Bonarda 2017,2017,Bonarda,10.99,Mendoza,Argentina,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Inkarri-by-Chakana-Estate-Bonarda-2017/508200,https://www.wine.com/product/images/fl_progressive/uiw4oghpxqkkc9jf4ajk.jpg
10089,Fiddletown Petite Sirah 2014,2014,Petite Sirah,24.99,Sierra Foothills,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Fiddletown-Petite-Sirah-2014/391644,https://www.wine.com/product/images/fl_progressive/391644.jpg
10090,Smith Story Lord Sandwich Red Table Wine,,Other Red Blends,20.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Smith-Story-Lord-Sandwich-Red-Table-Wine/430725,https://www.wine.com/product/images/fl_progressive/430725.jpg
10091,Abacela Barrel Select Estate Tempranillo 2012,2012,Tempranillo,35.99,Umpqua Valley,Oregon,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Abacela-Barrel-Select-Estate-Tempranillo-2012/147077,https://www.wine.com/product/images/fl_progressive/147077.jpg
10092,Domaine Illaria Irouleguy 2015,2015,Other Red Blends,25.99,,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-Illaria-Irouleguy-2015/500629,https://www.wine.com/product/images/fl_progressive/yge8jhbsdsiu534da7kg.jpg
10093,The Terraces Chardonnay 2016,2016,Chardonnay,32.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/The-Terraces-Chardonnay-2016/343861,https://www.wine.com/product/images/fl_progressive/343861.jpg
10094,Busi Chianti Rufina 2016,2016,Sangiovese,17.99,Tuscany,Italy,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Busi-Chianti-Rufina-2016/420291,https://www.wine.com/product/images/fl_progressive/420291.jpg
10095,Alain Voge Cotes Du Rhone Les Peyrouses 2016,2016,Syrah/Shiraz,25.99,Rhone,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Alain-Voge-Cotes-Du-Rhone-Les-Peyrouses-2016/393908,https://www.wine.com/product/images/fl_progressive/393908.jpg
10096,Chateau Maupague Cotes de Provence Sainte-Victoire Rose 2017,2017,Rosí©,20.99,Provence,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Chateau-Maupague-Cotes-de-Provence-Sainte-Victoire-Rose-2017/428516,https://www.wine.com/product/images/fl_progressive/428516.jpg
10097,Frey Biodynamic Field Blend Red 2017,2017,Other Red Blends,14.99,Mendocino,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Frey-Biodynamic-Field-Blend-Red-2017/507411,https://www.wine.com/product/images/fl_progressive/fwgng8o9xtnsemcdd9qi.jpg
10098,Big Basin Coastview Vineyard Chardonnay 2014,2014,Chardonnay,49.99,Central Coast,California,,90,,,,,,,,,,,,90,,0,0,https://www.wine.com/product/Big-Basin-Coastview-Vineyard-Chardonnay-2014/192370,https://www.wine.com/product/images/fl_progressive/192370.jpg
10099,Halter Ranch Vineyard Rose 2017,2017,Rosí©,25.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Halter-Ranch-Vineyard-Rose-2017/429218,https://www.wine.com/product/images/fl_progressive/429218.jpg
10100,Vignoble des 2 Lunes Perigee Pinot Noir 2012,2012,Pinot Noir,24.99,Alsace,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Vignoble-des-2-Lunes-Perigee-Pinot-Noir-2012/164314,https://www.wine.com/product/images/fl_progressive/164314.jpg
10101,Ryme Weeks Vineyard Chardonnay 2013,2013,Chardonnay,28.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Ryme-Weeks-Vineyard-Chardonnay-2013/331854,https://www.wine.com/product/images/fl_progressive/331854.jpg
10102,Lloyd Prescription Chardonnay 2016,2016,Chardonnay,19.99,Yolo County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Lloyd-Prescription-Chardonnay-2016/511296,https://www.wine.com/product/images/fl_progressive/juewerxkssjzjl605dcj.jpg
10103,Tangent Edna Valley Albarino 2016,2016,Albarino,13.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Tangent-Edna-Valley-Albarino-2016/509176,https://www.wine.com/product/images/fl_progressive/yxu1yzox0p8p7bf5hwy2.jpg
10104,Elyse C&apos;est Si Bon Naggiar Vineyard 2014,2014,Rhone Red Blends,26.99,Sierra Foothills,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Elyse-Cest-Si-Bon-Naggiar-Vineyard-2014/421614,https://www.wine.com/product/images/fl_progressive/eos5t3zbxqg84umf2t2s.jpg
10105,St. Innocent Freedom Hill Chardonnay 2016,2016,Chardonnay,27.99,Willamette Valley,Oregon,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/St-Innocent-Freedom-Hill-Chardonnay-2016/418028,https://www.wine.com/product/images/fl_progressive/418028.jpg
10106,Bargetto Regan Vineyard Reserve Pinot Noir 2015,2015,Pinot Noir,38.99,Santa Cruz Mountains,California,,,,,,91,,,,,,,,91,,0,0,https://www.wine.com/product/Bargetto-Regan-Vineyard-Reserve-Pinot-Noir-2015/213391,https://www.wine.com/product/images/fl_progressive/213391.jpg
10107,Dunham Cellars Lewis Estate Vineyard Riesling 2013,2013,Riesling,21.99,Columbia Valley,Washington,,89,,,,,,,,,,,,89,,0,0,https://www.wine.com/product/Dunham-Cellars-Lewis-Estate-Vineyard-Riesling-2013/179616,https://www.wine.com/product/images/fl_progressive/179616.jpg
10108,Bargetto La Vita Regan Estate Red 2014,2014,Other Red Blends,59.99,Santa Cruz Mountains,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Bargetto-La-Vita-Regan-Estate-Red-2014/506466,https://www.wine.com/product/images/fl_progressive/vcbguwyoaiq5lchriuvd.jpg
10109,Cobb Wines Mariani Vineyard Chardonnay 2015,2015,Chardonnay,69.99,Sonoma County,California,,,,,,,93,,,,,,,93,,0,0,https://www.wine.com/product/Cobb-Wines-Mariani-Vineyard-Chardonnay-2015/319763,https://www.wine.com/product/images/fl_progressive/319763.jpg
10110,Domaine les Poete Le Gamay 2011,2011,Gamay,21.99,Loire,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-les-Poete-Le-Gamay-2011/192363,https://www.wine.com/product/images/fl_progressive/192363.jpg
10111,Zind-Humbrecht Muscat 2016,2016,Muscat,27.99,Alsace,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Zind-Humbrecht-Muscat-2016/508032,https://www.wine.com/product/images/fl_progressive/ften9msnoiudb66bdahz.jpg
10112,Castellani Collezione Collesano Chianti Classico Riserva 2012,2012,Sangiovese,16.99,Tuscany,Italy,,,,,,,,,92,,,,,92,,0,0,https://www.wine.com/product/Castellani-Collezione-Collesano-Chianti-Classico-Riserva-2012/507755,https://www.wine.com/product/images/fl_progressive/blyrhffmxrdplblrazld.jpg
10113,Stanton Vineyards Oakville Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,82.99,Napa Valley,California,,,,,,,,,93,,,,,93,,0,0,https://www.wine.com/product/Stanton-Vineyards-Oakville-Cabernet-Sauvignon-2014/368373,https://www.wine.com/product/images/fl_progressive/368373.jpg
10114,Il Cuore The Heart Classic Brut,,Vintage Sparkling Wine,25.99,North Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Il-Cuore-The-Heart-Classic-Brut/155443,https://www.wine.com/product/images/fl_progressive/155443.jpg
10115,Jean-Claude Boisset Saint Veran La Cote Rotie Blanc 2014,2014,Chardonnay,24.99,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Jean-Claude-Boisset-Saint-Veran-La-Cote-Rotie-Blanc-2014/205563,https://www.wine.com/product/images/fl_progressive/205563.jpg
10116,William Hill Estate Bench Blend 2014,2014,Other Red Blends,36.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/William-Hill-Estate-Bench-Blend-2014/161632,https://www.wine.com/product/images/fl_progressive/161632.jpg
10117,Domaine Geoffroy Chablis Beauroy Premier Cru Vieilles Vignes 2014,2014,Chardonnay,32.99,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-Geoffroy-Chablis-Beauroy-Premier-Cru-Vieilles-Vignes-2014/234530,https://www.wine.com/product/images/fl_progressive/lckeogtm9ulpp9sz3zyh.jpg
10118,Mayacamas Merlot 2014,2014,Merlot,64.99,Napa Valley,California,,,,,,,,,,,,92,,92,,0,0,https://www.wine.com/product/Mayacamas-Merlot-2014/271010,https://www.wine.com/product/images/fl_progressive/271010.jpg
10119,Dancing Coyote Petite Sirah 2016,2016,Petite Sirah,15.99,Yolo County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Dancing-Coyote-Petite-Sirah-2016/509565,https://www.wine.com/product/images/fl_progressive/jq9o0m5ufbxpkwky0xta.jpg
10120,Morey Coffinet Rully Blanc 2014,2014,Chardonnay,38.99,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Morey-Coffinet-Rully-Blanc-2014/159711,https://www.wine.com/product/images/fl_progressive/159711.jpg
10121,Martian Red Shift Syrah 2012,2012,Syrah/Shiraz,22.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Martian-Red-Shift-Syrah-2012/141376,https://www.wine.com/product/images/fl_progressive/141376.jpg
10122,Starmont Stanly Ranch Chardonnay 2012,2012,Chardonnay,43.99,Carneros,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Starmont-Stanly-Ranch-Chardonnay-2012/134058,https://www.wine.com/product/images/fl_progressive/134058.jpg
10123,Sixto Moxee Vineyard Chardonnay 2014,2014,Chardonnay,46.99,Columbia Valley,Washington,91,92,,,,93,,,94,,,,,93,,0,0,https://www.wine.com/product/Sixto-Moxee-Vineyard-Chardonnay-2014/355527,https://www.wine.com/product/images/fl_progressive/x9ecgr3bssnonipt1l1t.jpg
10124,A.P. Vin Ridgetop Vineyard Pinot Noir 2016,2016,Pinot Noir,54.99,Sonoma County,California,,,,,,,,,,,,,92,92,,0,0,https://www.wine.com/product/AP-Vin-Ridgetop-Vineyard-Pinot-Noir-2016/392246,https://www.wine.com/product/images/fl_progressive/392246.jpg
10125,Artesa Estate Reserve Pinot Noir 2014,2014,Pinot Noir,40.99,Carneros,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Artesa-Estate-Reserve-Pinot-Noir-2014/301655,https://www.wine.com/product/images/fl_progressive/301655.jpg
10126,Laughinghouse Grenache 2014,2014,Grenache,20.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Laughinghouse-Grenache-2014/159860,https://www.wine.com/product/images/fl_progressive/159860.jpg
10127,Calera Mt. Harlan de Villiers Vineyard Pinot Noir (375ml half-bottle) 2010,2010,Pinot Noir,29.99,Central Coast,California,,94,,,,,,,,,,,,94,,0,0,https://www.wine.com/product/Calera-Mt-Harlan-de-Villiers-Vineyard-Pinot-Noir-375ml-half-bottle-2010/511306,https://www.wine.com/product/images/fl_progressive/hbh11xg1degn3mumufgk.jpg
10128,Relic Wine Cellars The Sage Chardonnay 2013,2013,Chardonnay,46.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Relic-Wine-Cellars-The-Sage-Chardonnay-2013/341350,https://www.wine.com/product/images/fl_progressive/341350.jpg
10129,Zuccardi Serie A Malbec 2016,2016,Malbec,13.99,Mendoza,Argentina,,91,,,,,,,,,,,,91,,3.4,14,https://www.wine.com/product/Zuccardi-Serie-A-Malbec-2016/318626,https://www.wine.com/product/images/fl_progressive/318626.jpg
10130,Ojai Kick On Ranch Riesling 2016,2016,Riesling,28.99,Central Coast,California,,,,,,,,,,,,91,,91,,0,0,https://www.wine.com/product/Ojai-Kick-On-Ranch-Riesling-2016/420060,https://www.wine.com/product/images/fl_progressive/ijxur7navwhhxslqw4yv.jpg
10131,Silver Oak Napa Valley Cabernet Sauvignon (3 Liter) 1998,1998,Cabernet Sauvignon,599.97,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Silver-Oak-Napa-Valley-Cabernet-Sauvignon-3-Liter-1998/427848,https://www.wine.com/product/images/fl_progressive/427848.jpg
10132,Trapiche Medalla Malbec 2014,2014,Malbec,23.99,Mendoza,Argentina,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Trapiche-Medalla-Malbec-2014/420599,https://www.wine.com/product/images/fl_progressive/420599.jpg
10133,Ryan Patrick Naked Chardonnay 2017,2017,Chardonnay,12.99,Columbia Valley,Washington,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Ryan-Patrick-Naked-Chardonnay-2017/508651,https://www.wine.com/product/images/fl_progressive/k7dhmyrmo0pqoo6gxm0l.jpg
10134,Frescobaldi Pomino Bianco 2016,2016,Other White Blends,22.99,Tuscany,Italy,,,,,,,,,91,,,,,91,,0,0,https://www.wine.com/product/Frescobaldi-Pomino-Bianco-2016/358662,https://www.wine.com/product/images/fl_progressive/ardtvs26ylzmaklc2ptl.jpg
10135,Mira Winery Hyde Pinot Noir 2014,2014,Syrah/Shiraz,68.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Mira-Winery-Hyde-Pinot-Noir-2014/355086,https://www.wine.com/product/images/fl_progressive/ucyhzw9jqfz5w4xm8z23.jpg
10136,Apaltagua Coleccion Pinot Noir 2014,2014,Pinot Noir,21.99,Rapel Valley,Chile,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Apaltagua-Coleccion-Pinot-Noir-2014/393906,https://www.wine.com/product/images/fl_progressive/393906.jpg
10137,McWilliam&apos;s Hanwood Estate Cabernet Sauvignon 2016,2016,Cabernet Sauvignon,12.99,,Australia,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/McWilliams-Hanwood-Estate-Cabernet-Sauvignon-2016/499108,https://www.wine.com/product/images/fl_progressive/jyaibri1p3z5evdlswls.jpg
10138,Vie di Romans Flors di Uis 2014,2014,Other White Blends,35.99,Friuli-Venezia Giulia,Italy,,,,,,,,,92,,,,,92,,0,0,https://www.wine.com/product/Vie-di-Romans-Flors-di-Uis-2014/167885,https://www.wine.com/product/images/fl_progressive/167885.jpg
10139,Justin Girardin Santenay Vielles Vignes 2014,2014,Pinot Noir,25.99,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Justin-Girardin-Santenay-Vielles-Vignes-2014/166123,https://www.wine.com/product/images/fl_progressive/166123.jpg
10140,La Follette Sangiacomo Chardonnay 2014,2014,Chardonnay,39.99,Sonoma County,California,,,,,,91,,,,,,,,91,,0,0,https://www.wine.com/product/La-Follette-Sangiacomo-Chardonnay-2014/187910,https://www.wine.com/product/images/fl_progressive/187910.jpg
10141,St. Supery Virtu 2016,2016,Bordeaux White Blends,28.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/St-Supery-Virtu-2016/359968,https://www.wine.com/product/images/fl_progressive/359968.jpg
10142,Ryme Vare Vineyard Ribolla Gialla 2013,2013,Other White Wine,43.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Ryme-Vare-Vineyard-Ribolla-Gialla-2013/331856,https://www.wine.com/product/images/fl_progressive/331856.jpg
10143,Peter Franus Napa Valley Red 2014,2014,Bordeaux Red Blends,64.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Peter-Franus-Napa-Valley-Red-2014/422540,https://www.wine.com/product/images/fl_progressive/xun6qelpvq4tzmdtpbmu.jpg
10144,Fort Ross Vineyard Sea Slopes Chardonnay 2016,2016,Chardonnay,28.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Fort-Ross-Vineyard-Sea-Slopes-Chardonnay-2016/405532,https://www.wine.com/product/images/fl_progressive/405532.jpg
10145,Villa Maria Taylor&apos;s Pass Pinot Noir 2013,2013,Pinot Noir,46.99,Marlborough,New Zealand,,,,,,90,,,,,,,,90,,0,0,https://www.wine.com/product/Villa-Maria-Taylors-Pass-Pinot-Noir-2013/152591,https://www.wine.com/product/images/fl_progressive/152591.jpg
10146,Lemelson Dry Riesling 2013,2013,Riesling,20.99,Willamette Valley,Oregon,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Lemelson-Dry-Riesling-2013/143607,https://www.wine.com/product/images/fl_progressive/143607.jpg
10147,DeLoach Forgotten Vines Zinfandel 2013,2013,Zinfandel,41.99,Sonoma County,California,90,,,,,,,,,,,,,90,,0,0,https://www.wine.com/product/DeLoach-Forgotten-Vines-Zinfandel-2013/151085,https://www.wine.com/product/images/fl_progressive/151085.jpg
10148,Charles Sparr Cremant d&apos;Alsace Brut,,Non-Vintage Sparkling Wine,22.99,Alsace,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Charles-Sparr-Cremant-dAlsace-Brut/163224,https://www.wine.com/product/images/fl_progressive/163224.jpg
10149,Saint Cosme Gigondas le Claux 2016,2016,Grenache,149.99,Rhone,France,,95,,,,,,,96,,,,,96,,0,0,https://www.wine.com/product/Saint-Cosme-Gigondas-le-Claux-2016/505588,https://www.wine.com/product/images/fl_progressive/trqxgivwbq5oj7wwv4g4.jpg
10150,Campos de Celtas Albarino 2014,2014,Albarino,15.99,,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Campos-de-Celtas-Albarino-2014/147765,https://www.wine.com/product/images/fl_progressive/147765.jpg
10151,Pierre Henri Morel Luberon Rouge 2014,2014,Rhone Red Blends,13.99,Rhone,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Pierre-Henri-Morel-Luberon-Rouge-2014/163241,https://www.wine.com/product/images/fl_progressive/163241.jpg
10152,Rock Wall Monte Rosso Reserve Zinfandel 2016,2016,Zinfandel,38.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Rock-Wall-Monte-Rosso-Reserve-Zinfandel-2016/391688,https://www.wine.com/product/images/fl_progressive/391688.jpg
10153,Sclavos Robola 2014,2014,Other White Wine,24.99,,Greece,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Sclavos-Robola-2014/211728,https://www.wine.com/product/images/fl_progressive/211728.jpg
10154,Tortoise Creek Jam&apos;s Blend Chardonnay 2016,2016,Chardonnay,10.99,Lodi,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Tortoise-Creek-Jams-Blend-Chardonnay-2016/502376,https://www.wine.com/product/images/fl_progressive/asqjvfwqkzcq36ku7meg.jpg
10155,Dancing Coyote Pinot Grigio 2016,2016,Pinot Gris/Grigio,13.99,Yolo County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Dancing-Coyote-Pinot-Grigio-2016/336413,https://www.wine.com/product/images/fl_progressive/336413.jpg
10156,Forlorn Hope The Kerrigans Carignan 2014,2014,Carignan,29.99,Mendocino,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Forlorn-Hope-The-Kerrigans-Carignan-2014/321226,https://www.wine.com/product/images/fl_progressive/9840_refDetail-0.jpg
10157,Domaine de la Colline St-Jean Vacqueyras 2013,2013,Rhone Red Blends,29.99,Rhone,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-de-la-Colline-St-Jean-Vacqueyras-2013/154237,https://www.wine.com/product/images/fl_progressive/154237.jpg
10158,Freeman Ryo-Fu Chardonnay 2014,2014,Chardonnay,43.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Freeman-Ryo-Fu-Chardonnay-2014/162347,https://www.wine.com/product/images/fl_progressive/162347.jpg
10159,Fratelli Brovia Ca&apos;Mia Barolo 2013,2013,Nebbiolo,99.99,Piedmont,Italy,,94,,,,97,,,,,,,,96,,0,0,https://www.wine.com/product/Fratelli-Brovia-CaMia-Barolo-2013/183769,https://www.wine.com/product/images/fl_progressive/183769.jpg
10160,Fiddletown Jack Rabbit Flat Zinfandel 2015,2015,Zinfandel,33.99,Sierra Foothills,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Fiddletown-Jack-Rabbit-Flat-Zinfandel-2015/397543,https://www.wine.com/product/images/fl_progressive/397543.jpg
10161,Aldo Conterno Langhe Il Favot Nebbiolo 2013,2013,Nebbiolo,56.99,Piedmont,Italy,91,,,,,,,,,,,,,91,,0,0,https://www.wine.com/product/Aldo-Conterno-Langhe-Il-Favot-Nebbiolo-2013/203316,https://www.wine.com/product/images/fl_progressive/203316.jpg
10162,Miguel Torres Cordillera Carignan 2010,2010,Carignan,21.99,Maule Valley,Chile,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Miguel-Torres-Cordillera-Carignan-2010/140103,https://www.wine.com/product/images/fl_progressive/140103.jpg
10163,Storybook Mountain Estate Viognier 2015,2015,Viognier,38.99,Napa Valley,California,,,,,90,,,,,,,,,90,,0,0,https://www.wine.com/product/Storybook-Mountain-Estate-Viognier-2015/167658,https://www.wine.com/product/images/fl_progressive/167658.jpg
10164,Abadia Retuerta Le Domaine Blanco 2016,2016,Other White Blends,35.99,,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Abadia-Retuerta-Le-Domaine-Blanco-2016/353545,https://www.wine.com/product/images/fl_progressive/353545.jpg
10165,Lagaria Chardonnay 2017,2017,Chardonnay,10.99,Trentino-Alto Adige,Italy,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Lagaria-Chardonnay-2017/508156,https://www.wine.com/product/images/fl_progressive/q74cr4oupxdeoyjzsfkr.jpg
10166,Peter Mathis Rose of Grenache 2017,2017,Rosí©,24.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Peter-Mathis-Rose-of-Grenache-2017/325599,https://www.wine.com/product/images/fl_progressive/325599.jpg
10167,Bonterra The McNab 2014,2014,Other Red Blends,57.99,Mendocino,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Bonterra-The-McNab-2014/489852,https://www.wine.com/product/images/fl_progressive/idwlbjirsrackq3thrno.jpg
